id	age	sexe	nivetud	qualif	freres.soeurs	clso	trav.imp	trav.satisf	hard.rock	lecture.bd	peche.chasse	cuisine	bricol	cinema	sport	heures.tv
1108	48	Homme	Enseignement_technique_ou_professionnel_long	Profession_intermediaire	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	2
1109	21	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	2
1112	30	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	5	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	3
1114	50	Femme	Derniere_annee_d'etudes_primaires	Ouvrier_specialise	8	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Oui	Non	Non	3
1115	36	Homme	Enseignement_technique_ou_professionnel_long	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Oui	2
1116	43	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	0.3
1118	25	Femme	Enseignement_technique_ou_professionnel_long	Employe	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
1120	42	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Non	Oui	0
1121	26	Homme	Enseignement_technique_ou_professionnel_court	Employe	0	Non	Moins_important_que_le_reste	Equilibre	Oui	Non	Oui	Oui	Oui	Oui	Oui	4
1125	46	Femme	Derniere_annee_d'etudes_primaires	Employe	5	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	2
1128	41	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	1.4
1132	31	Homme	1er_cycle	Ouvrier_qualifie	5	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	3
1133	53	Femme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	13	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Non	Oui	1
1136	48	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Oui	Non	Non	Oui	Oui	Oui	0.1
1137	40	Femme	2eme_cycle	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Oui	1
1141	33	Femme	Enseignement_technique_ou_professionnel_court	Employe	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	3
1142	24	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	2
1145	50	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	0	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Oui	2
1146	28	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	1	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Non	Non	2
1149	37	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	2
1153	56	Homme	Enseignement_technique_ou_professionnel_long	Ouvrier_qualifie	9	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Non	Non	3
1154	37	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	4	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	0.4
1157	38	Femme	2eme_cycle	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	1
1159	34	Femme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Non	Non	3
1161	40	Femme	Enseignement_technique_ou_professionnel_court	Autre	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	3
1162	27	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	1
1166	31	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	3
1167	24	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	1
1168	31	Femme	2eme_cycle	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	0
1172	56	Femme	2eme_cycle	Profession_intermediaire	5	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	2
1174	59	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	9	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
1175	20	Femme	Enseignement_technique_ou_professionnel_long	Employe	5	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	3
1176	31	Homme	2eme_cycle	Cadre	2	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Oui	Non	Non	0
1178	39	Homme	2eme_cycle	Technicien	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	2
1182	40	Femme	Enseignement_technique_ou_professionnel_long	Cadre	8	Non	Aussi_important_que_le_reste	Satisfaction	Non	Oui	Non	Oui	Non	Non	Non	3
1187	48	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	3	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	4
1190	38	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	0.4
1191	56	Femme	Enseignement_technique_ou_professionnel_long	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	3
1195	50	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	1
1196	55	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	4	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	2
1199	50	Femme	2eme_cycle	Profession_intermediaire	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	0
1201	50	Homme	Derniere_annee_d'etudes_primaires	Employe	7	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	3
1202	49	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	0.1
1203	35	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	11	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	2
1205	33	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	5	Non	Moins_important_que_le_reste	Satisfaction	Non	Oui	Oui	Non	Oui	Oui	Non	2
1206	51	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	2	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	1
1207	23	Femme	Enseignement_technique_ou_professionnel_long	Ouvrier_qualifie	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	3
1208	26	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
1209	44	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	11	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Non	Non	0
1211	18	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	5
1212	54	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Oui	4
1215	46	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	11	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Oui	Non	Non	1
1216	48	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	5	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Oui	Non	Oui	Oui	Oui	Oui	3
1217	50	Femme	Enseignement_technique_ou_professionnel_long	Employe	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	4
1219	25	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	0.4
1220	25	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	5	Oui	Le_plus_important	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	0.4
1221	49	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Non	1
1222	28	Femme	Enseignement_superieur_y_compris_technique_superieur	Technicien	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	0
1224	37	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
1228	47	Femme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Non	Non	Non	1
1232	42	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	2	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	0
1238	44	Homme	2eme_cycle	Employe	5	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	2
1240	53	Femme	2eme_cycle	Cadre	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	2
1241	36	Femme	Enseignement_technique_ou_professionnel_court	Employe	6	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Oui	7
1242	27	Femme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
1243	21	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	2
1244	37	Homme	Enseignement_technique_ou_professionnel_long	Cadre	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	2
1248	44	Femme	Derniere_annee_d'etudes_primaires	Employe	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	0
1249	29	Homme	Enseignement_superieur_y_compris_technique_superieur	Autre	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	2
1251	30	Femme	1er_cycle	Employe	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	5
1253	33	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Oui	Peu_important	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	3
1255	45	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	0.4
1257	53	Femme	1er_cycle	Employe	11	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Non	Non	3
1262	46	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	0
1263	48	Femme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	8	Oui	Peu_important	Insatisfaction	Non	Non	Non	Oui	Non	Non	Non	1
1264	49	Femme	2eme_cycle	Autre	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	2
1265	37	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	1
1266	55	Femme	Derniere_annee_d'etudes_primaires	Employe	5	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Oui	Oui	4
1272	30	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Oui	Oui	Oui	5
1274	26	Homme	Enseignement_technique_ou_professionnel_long	Employe	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	4
1275	45	Femme	1er_cycle	Ouvrier_specialise	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	1
1278	41	Femme	1er_cycle	Employe	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	2
1280	44	Femme	N'a_jamais_fait_d'etudes	Autre	5	Non	Le_plus_important	Satisfaction	Non	Non	Non	Non	Non	Non	Non	1
1282	56	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_specialise	12	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	1
1285	31	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	2
1287	43	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	2
1291	30	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	0	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	1
1294	34	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Oui	3
1295	45	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
1299	47	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Oui	2
1300	53	Femme	2eme_cycle	Cadre	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	2
1303	45	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	7	Non	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Non	Non	5
1304	26	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	1	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	2
1305	39	Femme	2eme_cycle	Employe	1	Non	Peu_important	Insatisfaction	Non	Non	Non	Oui	Non	Oui	Oui	2
1306	49	Homme	Enseignement_technique_ou_professionnel_court	Employe	4	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	1
1309	21	Homme	Enseignement_technique_ou_professionnel_long	Employe	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	3
1312	58	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	1
1313	45	Femme	1er_cycle	Employe	8	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Oui	Non	3
1314	33	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	2
1315	23	Homme	2eme_cycle	Ouvrier_qualifie	2	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Oui	Oui	2
1317	34	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	2.1
1319	35	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Peu_important	Insatisfaction	Non	Non	Non	Oui	Non	Oui	Non	1.7
1321	41	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	11	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Non	Oui	4
1322	24	Homme	1er_cycle	Ouvrier_qualifie	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	4
1325	33	Homme	Enseignement_superieur_y_compris_technique_superieur	Autre	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Oui	2
1330	52	Femme	Enseignement_superieur_y_compris_technique_superieur	Technicien	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Non	Non	Oui	2
1331	50	Femme	2eme_cycle	Employe	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	2
1334	37	Femme	2eme_cycle	Employe	0	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Non	Non	Non	3
1335	26	Homme	1er_cycle	Ouvrier_specialise	3	Non	Peu_important	Insatisfaction	Non	Non	Non	Non	Non	Non	Oui	3
1336	33	Homme	2eme_cycle	Cadre	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	0.9
1340	55	Homme	Enseignement_technique_ou_professionnel_court	Technicien	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	2
1342	19	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Non	Oui	Oui	2
1345	31	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
1346	48	Femme	1er_cycle	Employe	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	0.1
1348	46	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	0
1349	39	Homme	Enseignement_technique_ou_professionnel_court	Employe	0	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	2
1352	47	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	1
1354	47	Femme	Enseignement_technique_ou_professionnel_long	Cadre	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Oui	Oui	Non	Oui	Oui	Oui	3
1360	42	Femme	Derniere_annee_d'etudes_primaires	Employe	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	5
1363	45	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
1364	39	Femme	2eme_cycle	Autre	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	2
1366	56	Femme	A_arrete_ses_etudes,_avant_la_derniere_annee_d'etudes_primaires	Employe	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	3
1367	46	Femme	1er_cycle	Employe	4	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Oui	Oui	3
1368	42	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	7	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	2
1369	47	Homme	2eme_cycle	Technicien	8	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	3
1371	30	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	1
1372	40	Femme	Enseignement_technique_ou_professionnel_long	Technicien	5	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	2
1376	49	Homme	1er_cycle	Employe	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	1
1379	34	Femme	2eme_cycle	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	1
1380	38	Homme	2eme_cycle	Cadre	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	0.4
1381	19	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Non	Moins_important_que_le_reste	Equilibre	Oui	Non	Non	Oui	Non	Oui	Non	4
1383	47	Femme	N'a_jamais_fait_d'etudes	Ouvrier_specialise	11	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
1387	34	Homme	Enseignement_technique_ou_professionnel_long	Ouvrier_specialise	4	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	2
1388	42	Femme	Enseignement_technique_ou_professionnel_court	Employe	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	2
1389	38	Femme	Enseignement_technique_ou_professionnel_court	Cadre	5	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	0.7
1392	50	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
1401	40	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	2
1404	37	Homme	Enseignement_technique_ou_professionnel_court	Employe	2	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Non	3
1406	26	Homme	Enseignement_technique_ou_professionnel_long	Ouvrier_qualifie	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Oui	3
1410	36	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	4
1411	33	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	2
1415	59	Femme	Derniere_annee_d'etudes_primaires	Employe	6	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Non	Oui	Non	3
1419	47	Femme	Enseignement_technique_ou_professionnel_court	Autre	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	1
1421	27	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Non	Le_plus_important	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	0
1422	34	Homme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	2
1423	53	Femme	Enseignement_technique_ou_professionnel_court	Autre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	3
1424	45	Femme	2eme_cycle	Employe	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	2
1425	26	Femme	A_arrete_ses_etudes,_avant_la_derniere_annee_d'etudes_primaires	Ouvrier_specialise	3	Ne_sait_pas	Peu_important	Insatisfaction	Non	Non	Non	Non	Non	Oui	Non	3
1427	26	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	1
1428	35	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Non	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	1.1
1429	42	Femme	Enseignement_technique_ou_professionnel_long	Technicien	1	Oui	Peu_important	Insatisfaction	Non	Non	Non	Oui	Non	Oui	Oui	0.4
1430	30	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	2
1433	51	Homme	Enseignement_technique_ou_professionnel_long	Technicien	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	1.4
1436	39	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	2
1442	52	Homme	Derniere_annee_d'etudes_primaires	Profession_intermediaire	0	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
1444	34	Femme	Enseignement_superieur_y_compris_technique_superieur	Autre	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	2
1445	44	Femme	1er_cycle	Employe	2	Oui	Le_plus_important	Insatisfaction	Non	Non	Non	Oui	Non	Non	Non	2
1446	49	Femme	1er_cycle	Ouvrier_specialise	3	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Oui	Non	3
1447	18	Femme	1er_cycle	Employe	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Oui	Oui	5
1449	42	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	1
1450	42	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	8	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	2
1451	45	Homme	Enseignement_technique_ou_professionnel_long	Employe	2	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	0.4
1452	45	Homme	Enseignement_technique_ou_professionnel_court	Technicien	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	3
1453	47	Femme	N'a_jamais_fait_d'etudes	Ouvrier_specialise	8	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	2
1454	55	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	2
1455	37	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	0.7
